sha256,family,date,label,vt,vt_scan_date,vt_year
DEFCF6D7931DF9908D6F53EFBB23C86B34677B2AB83123DCA246BFF48B702FBA, airpush, 2014-01-06 17:26:18,1.0,7.0,2014-01-19 03:14:45,2014
01778B35D56E287A05B29826687BA8DA0E0ED363D1415D1E243C83D3371DC45B, benign, 2014-01-13 23:24:40,0.0,0.0,2014-01-19 06:50:06,2014
163F1AAEDE0BA0E48BC6381F3EB81FA1D2BB26D99AD5A3CC990078CE25C5E3C2, benign, 2014-01-19 17:36:10,0.0,0.0,2014-01-20 02:12:49,2014
07B9DB79D80E486B5BD2087500C5D42B4516F2802F64729707A52AB927C3646B, benign, 2014-01-16 11:15:44,0.0,0.0,2014-01-21 01:11:05,2014
01A8A41CF00B4FB3FCD29BFDCC8D23B452B1ABE75ED71E865F09307B00496A58, benign, 2014-01-21 18:20:20,0.0,0.0,2014-01-21 22:58:32,2014
027485D3EA53D5197EBF26DA087A0BF1DB8417E1B68B47E2E4E295C64B9410C3, benign, 2014-01-08 14:04:18,0.0,0.0,2014-01-22 02:15:47,2014
BE93B46CC7361CD3E4972342E9952F690DE2128A0324CC34E6B56B78591CA7D9, benign, 2014-01-14 15:13:42,0.0,0.0,2014-01-22 09:42:43,2014
D4AEAF42C6B6412695719CDE623D5BDCA2E42F7DA95D9BAD9570761705BF5282, benign, 2014-01-21 16:17:04,0.0,0.0,2014-01-23 04:06:47,2014
01B302FDF91BF119DEFD0B74DDD0C9ADC529560411E0890C3B6DA616AC46654F, benign, 2014-01-21 12:33:06,0.0,0.0,2014-01-23 13:50:01,2014
74B4132D857B4902D23D18EFA15F14BEC6C487DD0F0A952BDD20112AA1B6678B, benign, 2014-01-23 03:06:12,0.0,0.0,2014-01-23 22:33:50,2014
36BA56BA76016C65DB9F49FF7E7DA890F98BF13C54AA85B2F063336E13926DF1, benign, 2014-01-17 12:01:56,0.0,0.0,2014-01-24 01:18:46,2014
128B80D88E0D39C32BA24AA14BB58DC65ACE001E8B051134C511EF3D20CE230F, benign, 2014-01-20 22:38:32,0.0,0.0,2014-01-25 19:12:46,2014
028CAFA3D005083EE62C8827856EBEA0AE2587446F047080D49844FCFAE9DAE3, benign, 2014-01-18 11:28:14,0.0,0.0,2014-01-26 03:14:56,2014
BAA1BCFE86C8DEF778E59D50C6E8F93687DB630D13719A318366631B5E73C91E, benign, 2014-01-01 08:46:02,0.0,0.0,2014-01-26 05:36:07,2014
03B8E0B7C14160148147F492DC77C30FE3732F21AB7D03B4B50C658C2E1DE0BE, benign, 2014-01-19 19:35:06,0.0,0.0,2014-01-26 13:19:09,2014
9BC3BDDA5493A58F859BD2B6D2CB4DCCD25AC6D07A92D627F36123D48D5ED51F, benign, 2014-01-24 13:00:40,0.0,0.0,2014-01-27 05:05:12,2014
065FBA2C10BA84619D64A295E791AC3DECF0A07DB76CBC3F22517A1E57A52F38, benign, 2014-01-21 10:31:30,0.0,0.0,2014-01-27 07:15:10,2014
028B838C10FA7324EE66F891C6C1A75C054397F3A073119B772C501DD8739F1E, benign, 2014-01-28 11:45:40,0.0,0.0,2014-01-28 13:05:03,2014
45A4EA79C5F9F911788BD978765D36BEC2B9CF472024DA50CB1B9D5774A39F63, benign, 2014-01-10 22:58:34,0.0,0.0,2014-01-28 23:18:10,2014
03B2E1FD846FC708ED81D219E1499B4707AE66B03520B5F081878D06DDBF0921, benign, 2014-01-22 20:40:08,0.0,0.0,2014-01-28 23:18:27,2014
FB606805857C786C107F8733C40219CE096AD4B092D5AC417C1B204B9E7303F0, benign, 2014-01-29 11:55:10,0.0,0.0,2014-01-29 22:01:16,2014
06B4655D0BBA97B952676A5A31787B4CC3504E6E1EF31AABBDE2CD4E4F7DBB6D, benign, 2014-01-21 10:57:20,0.0,0.0,2014-01-29 23:11:13,2014
8AE503128C3F4C0122CEEC2E73675E5F13A86C39535035BB6B36DBA7B1663113, benign, 2014-01-25 16:48:48,0.0,0.0,2014-01-29 23:18:14,2014
3DC7233270B8C608297F55906F1CDA60F96EF132108B66A8E868FCD10382E2E1, benign, 2014-01-29 11:36:24,0.0,0.0,2014-01-30 02:03:19,2014
21B25887393BA0D45511BDAEAFC6D62FB947A862AF893E7EFE68F282A230BD06, benign, 2014-01-28 01:35:10,0.0,0.0,2014-01-30 03:37:29,2014
FAFCF699053DBE3E80D40545E491D5E6E08064966E4D625BC507C0E1AD70B8D5, benign, 2014-01-12 22:16:24,0.0,0.0,2014-01-30 12:05:04,2014
EA18F8B8C12DA7E9F8ED52DA5145ADAB754BE4C12BB2C8C23EDC5D32260E295C, benign, 2014-01-29 11:03:22,0.0,0.0,2014-01-30 16:10:07,2014
E5BE30FBC65ADD658EF6CEC4E42337007C196F7ADFF1E05242189540E4B98EF7, benign, 2014-01-24 18:46:54,0.0,0.0,2014-01-30 20:20:43,2014
014D79E6BC1B838CC073074E474CA29BE41257079F3E520D60D0F5326CBC106A, benign, 2014-01-23 14:54:16,0.0,0.0,2014-01-31 09:19:20,2014
328B397CF423C867E5FFF4307ED5A82C37578A459A3FD19EEC9982593636737A, leadbolt, 2014-01-12 14:18:26,1.0,7.0,2014-01-31 11:19:00,2014
B263CEF40EC0D4762E2BB003D7F1687DB57E32FB493DCD90A3F8D1755B822AE9, benign, 2014-01-26 19:03:24,0.0,0.0,2014-01-31 13:25:56,2014
69CF2D5CD795ABF5C62C88DD65AFCA04B7327552B6890ECF2FB349F5D1DF723C, benign, 2014-01-20 15:12:14,0.0,0.0,2014-01-31 17:12:21,2014
04651AE8D53385A211854D89C7393437E6C6E9889DA3464B12E198794ED61ED0, benign, 2014-01-26 21:10:04,0.0,0.0,2014-01-31 19:21:56,2014
02BF382CB19C884AA4D42E0E02CA57D9D62E78E377E43D6BD2DA926E20E7A6A3, benign, 2014-01-27 17:00:54,0.0,0.0,2014-02-01 15:59:00,2014
50BE43750269D3F80878B4B4F086620C6C9566D5F0401A5595BED30256BBF188, benign, 2014-01-17 15:50:54,0.0,0.0,2014-02-01 23:12:55,2014
013D693BE7DA04AC41D26AD38B452F6DE68B2D569CFF4A43AAF1847C88D026F0, benign, 2014-01-26 10:38:10,0.0,0.0,2014-02-02 03:19:20,2014
058940AAC9F35C360F8E8578E227F58C73CF26792ED9AABFBEFADBAA138EEE4A, benign, 2014-01-29 08:33:10,0.0,0.0,2014-02-02 09:38:12,2014
0C690AF470ABFDE0B3DD8569520D711931ABC4C56560DA5AF8B15B2AEDBAE0AB, benign, 2014-01-27 09:47:44,0.0,0.0,2014-02-02 15:40:53,2014
014B3F0010A5B9B28C5545907886777BF08D520ADFA7A49AD472DC8ED7676F1D, benign, 2014-01-22 15:38:34,0.0,0.0,2014-02-02 17:36:15,2014
9D60026DCD31CBEEE70ABB6CECF6CC2198AE3D3626C1B4873F15A20DEA35BE7C, benign, 2014-01-10 22:25:44,0.0,0.0,2014-02-04 01:12:42,2014
48FB98363504E5ABF569F6DD558C360D948B8EECCE1344E7C19B0560D9720319, benign, 2014-02-04 10:44:40,0.0,0.0,2014-02-06 02:11:51,2014
031FA3A2DC0A31947A9CEE83F5ECD7319BF7D81C9A1E0BC1949AD20CD2DFD396, benign, 2014-02-01 15:41:02,0.0,0.0,2014-02-06 19:18:32,2014
037B289C3A530A09CD28BF29DD2C11EFE490B2A36BC06589B4133D6335B27945, benign, 2014-02-01 23:05:50,0.0,0.0,2014-02-07 09:17:41,2014
01EC256A480794C86FCBB6F9BC6BA858DC7AD23EC94C8DCFC9E0D430940FE6B2, benign, 2014-02-07 21:42:50,0.0,0.0,2014-02-08 14:09:58,2014
E315D5FD84500AE1C97CA91C74AA11DC33948C2D6C9AC246082076D09EF61045, benign, 2014-01-31 17:13:54,0.0,0.0,2014-02-08 21:15:49,2014
0ABA7483491E271CFEBC98F7672E3B3D0D1DBE2DF247E13E6B813D51FD39F16A, benign, 2014-01-24 02:32:44,0.0,0.0,2014-02-09 07:13:58,2014
DDA0303AE362B0587D451BB6821DBA68BE9B3C0AF3FA09FBED6A9484E355FC6B, benign, 2014-01-19 13:50:12,0.0,0.0,2014-02-09 09:19:33,2014
04686CC2F3954C2BA9D84A7BDF2E98F785B54D14DCAF8034A31997EEAB32857B, benign, 2014-01-13 15:20:30,0.0,0.0,2014-02-09 13:06:51,2014
049DA903CCB7F4B9EF65CF87FEF74B1FC8FB8637D48A16D290992453B6918ED8, benign, 2014-01-20 20:23:14,0.0,0.0,2014-02-09 13:31:11,2014
081F046C25259FE237C83D1D5E555E4ADFF1503B4F5384277772F003FA38903C, benign, 2014-02-07 21:19:04,0.0,0.0,2014-02-10 11:49:26,2014
EF974CEBDFC3DFB5E55E65E4717B7A622DB82850ED2E7624AE1939C7142B083F, benign, 2014-02-03 10:57:44,0.0,0.0,2014-02-10 12:11:50,2014
3EAFBC14BCFE9BD6B2A17A4AB3705FABA9CEA83E537C6C3DAE8A6D1F04BAFAF4, benign, 2014-02-05 18:41:50,0.0,0.0,2014-02-10 15:20:44,2014
07944430D2EEDD7B2713ADA345E3626187EDB5361371D2AFDA282F9AEF6DBE1E, benign, 2014-02-01 09:19:24,0.0,0.0,2014-02-10 15:26:57,2014
D1EBD5BD66D378ADF3A58A977BC7590311813773AAAD886AF19A5A8465258BDA, benign, 2014-02-06 21:26:34,0.0,0.0,2014-02-11 19:17:39,2014
07D2886B3D0A803198865C312C4B599903FA94C0F6186CB59A208C75C77875D5, benign, 2014-02-10 03:49:00,0.0,0.0,2014-02-11 23:00:32,2014
C93A6B4149A5641CC436F37373200EC5A9DA4989D063394AB961BB7141D18E5C, tekwon, 2014-01-09 16:41:30,1.0,16.0,2014-02-12 02:41:09,2014
02E6907D9FEB58DC79FF5730F559024E9C957EDFF98DEEECC4E04D9D843E6CD7, benign, 2014-02-09 16:55:26,0.0,0.0,2014-02-12 17:02:55,2014
83E370E924D49FEC62B583C37A109AED3F0E61A6854C93BEC7AFCFC2C52F5FF1, benign, 2014-02-12 18:20:14,0.0,0.0,2014-02-12 19:55:02,2014
0093E039AFF708732F7B016D87CD8E7975CAB6180A041E00D389AF4593C1108B, benign, 2014-02-08 11:40:44,0.0,0.0,2014-02-13 07:18:01,2014
0316BA06C528F57A43EC72E1153037624B51EBEB5397CE1CB953129CE6427FC9, benign, 2014-02-11 16:41:32,0.0,0.0,2014-02-15 02:19:41,2014
ADA92AA82A7B64874810DA2ADB280C8CC7F6935790C8DB80A23DA93A13B36E05, benign, 2014-02-06 10:00:12,0.0,0.0,2014-02-15 07:18:39,2014
07067563446EA629D191E8EA522EC64EDABBC6B44E90E92DAFF1D184827D76CC, benign, 2014-02-12 22:16:16,0.0,0.0,2014-02-15 08:46:31,2014
D908D305BBDCAF4F7F7B8E09C8D35E4584294700BF1085737E28E9DA5478D698, benign, 2014-02-14 15:29:00,0.0,0.0,2014-02-16 09:35:17,2014
00A7791CF1F5DBF4F7ECF8A860493D596ACCB1D9CFC36BCC97AFA612188EEDC2, benign, 2014-01-14 00:20:16,0.0,0.0,2014-02-16 14:09:02,2014
053FD96772790201ECDC850C30C52238F2A8B305F5759C09616B2744EE2878C5, benign, 2014-02-07 12:32:18,0.0,0.0,2014-02-16 15:11:48,2014
11493A6A748754537045FD04F805770FB9212E47F08AD36E9B3B18B583F80A30, benign, 2014-02-05 10:16:02,0.0,0.0,2014-02-16 17:27:50,2014
03CFF50D8DA7CFD3F5348530721FA6397BCA390257BAD01C451E492291DCF464, benign, 2014-02-15 16:35:30,0.0,0.0,2014-02-16 19:28:54,2014
0291F006A194CDC216B09EA7F7366D0D17EC23D650F5FE4053A477B14BDF9A13, benign, 2014-02-09 10:22:48,0.0,0.0,2014-02-17 03:16:23,2014
0492A80E15621E0F841443D126E77A012DBF2779A873A5C6604FC504654050F8, benign, 2014-02-09 15:05:30,0.0,0.0,2014-02-17 09:13:52,2014
9C72F165998E965919D3D9833705B410FDB78219C453AFBD8AEF9830AD89EC28, benign, 2014-02-14 12:34:50,0.0,0.0,2014-02-17 22:07:32,2014
420681BCF500F2A9D169BA4051EC30DF61816ABDFF47F65D53B8921A0A192255, benign, 2014-01-27 15:32:34,0.0,0.0,2014-02-18 11:16:08,2014
3AD98409AACBB28A1D30E16BA03B6E4AAB33BD45664CEC21BF95AFB2320677E4, benign, 2014-02-14 15:40:22,0.0,0.0,2014-02-19 07:11:18,2014
0609C9BC58DF8C9AC456F5E114B91F73FE15072B1F74F1AC589DCD5CF123D552, benign, 2014-02-10 00:22:44,0.0,0.0,2014-02-19 23:14:56,2014
07239C9AA3311DBB3285A03157D05D977893167BEAA3694CACBFEFC0998CA77D, benign, 2014-02-14 00:26:18,0.0,0.0,2014-02-20 01:17:50,2014
06DFE84E42EC7B22E7C4DF88C907E45D263720B804FA561DA312DC603B366A14, benign, 2014-02-11 13:45:36,0.0,0.0,2014-02-20 07:14:13,2014
BA6D5F28C858FFCA047A4A152938C06BDFB1C5D74BF45D57B79C9A21089E995A, benign, 2014-02-14 13:41:48,0.0,0.0,2014-02-20 09:13:22,2014
ABEB7CDB59AC39A21E222ABB60F7B0CBE23A6247607CBAC5C7ACC94326D42100, benign, 2014-02-11 20:30:04,0.0,0.0,2014-02-22 11:16:13,2014
E868BFEFC3C0EA9071E6835B6DD0FC26DC769D759F418C927947427DCEF7F45C, benign, 2014-01-19 12:28:56,0.0,0.0,2014-02-22 11:18:17,2014
00EFDF3E01294AA7FC513B7D624AE297FCB8116F296F12119D0B875C88136141, benign, 2014-02-21 07:42:34,0.0,0.0,2014-02-22 12:36:25,2014
7B019EA0815A900F87355B0E50DF68E37449586DFAC05C80DD2D42350F4FF5D0, benign, 2014-02-17 17:35:00,0.0,0.0,2014-02-23 06:55:48,2014
076856940270BD98B77AAAD64DF1AA9CD0304F98248B106064621E8998EB4AB8, benign, 2014-02-22 18:31:14,0.0,0.0,2014-02-23 10:45:05,2014
E74DFD88A09D2F2A4F8E6C47578CCA04597FCB7DC8A8476B9B2A2E23E55DCBEB, benign, 2014-02-19 21:43:38,0.0,0.0,2014-02-23 22:10:23,2014
0E190FAECB1964937B8293636FA1CADB66CDA14FA2A4F8A69FEC49D835CD7506, airpush, 2014-02-24 08:07:16,1.0,6.0,2014-02-25 02:06:45,2014
04E11215BADEA7A1D17CDD598394CACFFBF097505EB772D5E2959B84DE41CE8E, benign, 2014-02-24 23:39:10,0.0,0.0,2014-02-25 02:11:17,2014
5DFA464DBA9940ADC76F04A491375FD70C2C2CFDEDB796B79E551B6608F5BEFA, benign, 2014-02-03 16:24:20,0.0,0.0,2014-02-25 03:30:04,2014
062E967383485E0CF60686D427A24883CCE6B05A6F66B6166B785ADCE6B52D4D, benign, 2014-02-21 13:18:06,0.0,0.0,2014-02-25 07:32:19,2014
6DC5366E6474035E7368F4B5D075AB4F764DBBE6F37A5F3D5CED90A961823E0A, benign, 2014-02-18 02:26:10,0.0,0.0,2014-02-26 13:15:47,2014
1ECD003CF128FC29401C2C76E5387AFD765F804FBA2B06D3EE8620D5F4FCA4A8, benign, 2014-02-25 17:49:04,0.0,0.0,2014-02-26 15:41:52,2014
3D29BFFFA1D2E0D49FBD716E5232D17DF8145826DA8FE5D262625C08DC981BBC, benign, 2014-02-18 05:39:44,0.0,0.0,2014-02-27 01:11:20,2014
F8E0E25B6AABF67EA4142E866460D0580B828941EE536206CDE4BDB72D7320AC, benign, 2014-02-17 16:23:24,0.0,0.0,2014-02-28 01:14:05,2014
00F9D96AC0BBB27EE6D35F52EF99BD71DCE851982DE9F0FB1CD36268DA43DC67, benign, 2014-02-25 22:43:16,0.0,0.0,2014-02-28 05:15:07,2014
CAE831D80B0324292DC2801E6F33C99FE78DA1267988748627892F7FB33F0D33, benign, 2014-02-13 11:13:04,0.0,0.0,2014-02-28 11:14:30,2014
034415234D8CEA2ACEE37A40B0C4F76F94DE613666F7F17BD322EDA9E498036E, benign, 2014-02-19 22:10:26,0.0,0.0,2014-03-01 17:54:53,2014
76DBF7513AB7574BA4EAFDAD305A54B5FB4344CB616A194BCFBF28ED8D2706F4, benign, 2014-02-04 05:34:26,0.0,0.0,2014-03-01 23:17:21,2014
049498811497040296870BEC848FDFDF149ECE31665972AF0CEA720A6C10DE44, benign, 2014-02-20 18:59:04,0.0,0.0,2014-03-02 11:16:51,2014
05784F873182402DDA1A93EDF0011AC10585921A26A5FEE2DE3B7014B4442727, benign, 2014-02-16 09:31:06,0.0,0.0,2014-03-02 21:16:48,2014
20602C68E96BCBDC43497E4B211E662A37FBF224EFB4D89990C9CDEA1903C0B5, benign, 2014-02-26 14:39:50,0.0,0.0,2014-03-03 07:12:27,2014
011C0CEEF1B5A50A7ABCED49062855DC23CC4A89CB8BB43BAB7F3610E5D959C4, benign, 2014-02-22 17:51:46,0.0,0.0,2014-03-03 13:11:45,2014
B84FC20B498C07055FDE80E115F0322C46E88CDD287115F6A9F42EBAAD2CB0B4, benign, 2014-03-03 10:56:22,0.0,0.0,2014-03-04 07:15:05,2014
C1E963EFEC44480DA5A1DCFC639BD54E96452346977E81F8AC0657B8305F62D1, benign, 2014-03-03 15:33:04,0.0,0.0,2014-03-05 02:21:24,2014
05731D5F123E3FD93E96A7009911EFE1643CF8FE6BC99C85F008B237936EEF70, benign, 2014-02-22 13:04:38,0.0,0.0,2014-03-05 03:10:09,2014
060488C8B386B48FCA69C54ED9480AD3CD1522A4D512871FA28626198CF552C7, benign, 2014-02-26 18:05:24,0.0,0.0,2014-03-05 15:15:45,2014
D557DE2FF86DCB3B0E9D16C1547B3ED30ED9B299F7FEBA35EF11F39F3B1921C2, benign, 2014-03-03 15:40:46,0.0,0.0,2014-03-06 01:39:06,2014
F1ADDEA05D5047EEBD5D17266B2D400B0D905F48AC1D95F88CF6491BD9E57D17, benign, 2014-03-05 00:02:06,0.0,0.0,2014-03-06 13:34:56,2014
03AC68A33564499CCA41D17DDF94BF1B0B66EB7BBBAA5BBDEB0B1E7903B7EC76, benign, 2014-02-28 00:53:56,0.0,0.0,2014-03-07 23:35:14,2014
05B2F0329751F59C71C8F628F26D2B2C87F2DF28C0BDA15832C0991C209FBFC6, benign, 2014-03-05 21:32:14,0.0,0.0,2014-03-08 05:00:06,2014
011B8F5147C419F8E6B408672C50A42247EC49D9CE0B0314B524951F9B38BDEE, benign, 2014-02-28 14:45:40,0.0,0.0,2014-03-08 13:11:58,2014
002AFB8C7BD5E3DA5A79EC78473386667B725258645EEE5B8FE8C0683FF5C2C9, benign, 2014-02-26 11:42:02,0.0,0.0,2014-03-08 15:15:40,2014
03F6AF28947955C4BC0BDA925637D85F653D15D4825FA31EDD3BF78B67765094, benign, 2014-02-22 17:13:38,0.0,0.0,2014-03-08 19:15:45,2014
040CDF3E011BE8D1F451EEB526049557E37099C074AB1A919797B0A6CA3A7551, benign, 2014-03-03 23:47:12,0.0,0.0,2014-03-09 09:20:23,2014
169BB7F988FEB1A7E7727252D7ADC3D7415A81F16A01798D001E02D3B17DFE85, benign, 2014-03-05 09:53:36,0.0,0.0,2014-03-09 15:19:19,2014
03B359EEAC9C38D97EC249ABD9DC684C718F4478B61A30E327517340383F4D32, benign, 2014-02-27 12:36:14,0.0,0.0,2014-03-10 12:40:13,2014
0296B3478CCEC94D6F8FCA467615516A9299B70DFC3932F8B9BED8C5F20B47F3, benign, 2014-03-06 10:16:56,0.0,0.0,2014-03-10 15:14:09,2014
02EC8698DD73CBC81CD830FD7827D57697394EF5910F4A42250C156A6F15005A, benign, 2014-03-10 07:31:04,0.0,0.0,2014-03-11 16:35:29,2014
EA77D9DB0AA13A6B94AC0E68F558F11455F2782910E0CA2B80B831E58B0CFB20, benign, 2014-03-11 20:00:06,0.0,0.0,2014-03-12 00:48:03,2014
061E5B550254EFD0AE07D537A21AE7E25432822A6822736F62986066561A6451, benign, 2014-03-11 16:05:52,0.0,0.0,2014-03-12 02:03:52,2014
C367F0D023A517EE736F0C2C527EF7AF8B43B805BC99E21F932A77B6391604D2, benign, 2014-02-04 10:46:58,0.0,0.0,2014-03-12 03:33:57,2014
06875A41277293818F2AE79F13C0C0901B51C9EB0B65D23C3BD660E7FE00FFAD, benign, 2014-03-10 16:30:04,0.0,0.0,2014-03-12 13:15:06,2014
51C4ABE74273074A859D2FAE45484311F2587674B75CC0F5F13014844B0061F0, benign, 2014-02-19 12:27:26,0.0,0.0,2014-03-13 10:47:58,2014
00CF752891A19C54C320C6EC89795B7B85C2EBA663B82AD9F3624883345B2B5F, benign, 2014-03-12 22:59:10,0.0,0.0,2014-03-13 15:05:34,2014
CB7838DF505DB13FE0410905894D0F3D6E12760FC0D9926EEA064FA78D720C50, benign, 2014-02-23 19:07:30,0.0,0.0,2014-03-13 15:21:50,2014
06DCBBD400665F96002EA142DEC7860B47A8E687C2D323B96037B42BCC39A0C9, benign, 2014-02-28 22:28:18,0.0,0.0,2014-03-13 19:11:48,2014
6C46C84C1988A1006F9887129CBF2E222C269C95896D62FA8F0AEA601E685952, benign, 2014-03-02 14:13:50,0.0,0.0,2014-03-14 01:18:26,2014
012070548579E3C7A6001E6D0C25AB626ABE692CC71F71794D5638FC75C837A5, benign, 2014-03-10 20:37:20,0.0,0.0,2014-03-15 03:15:01,2014
9FDAB0B78470B7CD28EC8171644BCF0DEA6B5D415CBA334B22B250269AB55111, benign, 2014-01-22 21:50:46,0.0,0.0,2014-03-15 05:49:10,2014
2248403936C0F5CDC285CE21BD6E960D9D8711D2A883299D94F99E793241C0DD, benign, 2014-03-08 01:41:00,0.0,0.0,2014-03-15 19:26:54,2014
0487B4872E2D366B3D3E67BAF591D7B8D3E557386267C9E6A39314E02DC14939, benign, 2014-01-31 18:02:28,0.0,0.0,2014-03-16 01:17:28,2014
05067736CC9783A5BB9AB0B5CB77E81ED5DDFF80E81FBDECE5FC7F6BE70F818D, benign, 2014-01-17 14:09:38,0.0,0.0,2014-03-16 01:48:47,2014
0724DA22FA517A27C5BA67A18E5F862B3B5205B0EC62F1CECAF2DBDC7FD90C18, benign, 2014-03-14 23:02:38,0.0,0.0,2014-03-16 10:10:02,2014
020B1882CD79634401A00A52E06A11A72323918DE5E80B409509E0A8A18EAE39, benign, 2014-03-12 18:49:26,0.0,0.0,2014-03-16 22:43:35,2014
C90E5A1238A9B28027EFB423F4A93E6D3D914AA3C6543735B5609582B4DDE737, benign, 2014-01-13 20:47:36,0.0,0.0,2014-03-17 08:15:03,2014
045DD6799FEBEF4957319C7871EB682764F6C3344186A06966D322E0829493A5, benign, 2014-02-25 12:43:54,0.0,0.0,2014-03-17 08:56:57,2014
6E22EA9C3FB673B4D4D15FB0092D165A9B22A9C54FAC492908FC409983AB9431, benign, 2014-01-13 21:15:00,0.0,0.0,2014-03-17 09:00:55,2014
77E4A85854CA8466338DAC977CBFE96F0A00E99996F939705DD7352FAE5C2C86, benign, 2014-02-04 10:44:36,0.0,0.0,2014-03-17 09:08:56,2014
AE65F0F006C96C158B0038790129F5029F0B42968A98D862ECCD316C8A3DF90B, benign, 2014-03-10 21:59:22,0.0,0.0,2014-03-17 09:12:28,2014
5E0B309208ACF378A88FA5E8A5EE48BFF467DDFA19B132C69A69CCAEEAE8E77B, benign, 2014-02-05 16:41:02,0.0,0.0,2014-03-17 12:26:31,2014
C0A08D1A6CACF46AFC0D6CE9CC82C3F79FF3A7919EBD913F8E867353336EA9B5, benign, 2014-02-08 00:58:14,0.0,0.0,2014-03-17 17:07:22,2014
A69CD4D1B4EE70A8ECBFE14AA539CAD07DF6D1095EB53D05C94D3B21D597CE66, benign, 2014-03-13 15:18:36,0.0,0.0,2014-03-18 08:22:01,2014
DF2680D2A796E526C45BDB7504AF7D350FD416C1F326403D82E81933F9CDCFE0, benign, 2014-01-22 13:17:54,0.0,0.0,2014-03-18 16:46:42,2014
055ACDF4271A809033E853757DECA955235DEC9F516042FC4EFF7750951FDFBA, benign, 2014-03-04 23:18:26,0.0,0.0,2014-03-18 17:15:30,2014
8A3EDC71960FEF0A67DEBA07D66ADD6C3C6F72E1B7D105D6E1F91DB6919C9793, benign, 2014-03-01 13:51:34,0.0,0.0,2014-03-19 03:31:07,2014
0F9160F59CA47A2468BCBCC503EF6E4DB93261D03C287172869671A2206A05E0, benign, 2014-02-11 09:52:06,0.0,0.0,2014-03-19 08:32:22,2014
014965A6922B20C4DC38D6B78C3BB5EC3D815996F5F5C609B9E0B6B02806E3C2, benign, 2014-01-21 09:05:52,0.0,0.0,2014-03-19 11:08:12,2014
C6DD97C4ADE0E844C7D806317D69BE228041A20D20A04A140B213B791EB5AE38, benign, 2014-01-28 16:44:26,0.0,0.0,2014-03-19 12:03:30,2014
46CA824B2FB9924E2748F4A76089DCD015A0158EDD0DF45ABA65D5F6C91A1923, benign, 2014-02-18 10:40:08,0.0,0.0,2014-03-19 18:38:12,2014
A6E227060361F3318E5DC3A293DA7801F520CC2B8B4DCF751128CB0EEAF420B3, dowgin, 2014-03-18 01:33:58,1.0,14.0,2014-03-19 22:35:54,2014
7A02FB4788E0CE0015C84CBD6D71CDC7390F5812C9EF8DE2E534434B2AF84370, benign, 2014-01-17 20:43:56,0.0,0.0,2014-03-19 23:07:21,2014
06862B40BB7E2C9C166E420E4102C324E722439D22DD6A2B71D6855877103A4C, benign, 2014-03-19 15:30:54,0.0,0.0,2014-03-20 04:42:41,2014
9F3DBFC64BC1858D7E181C02CE7B4D8C14A424DB5160C8D9E43EAE58105F5125, benign, 2014-03-19 23:07:48,0.0,0.0,2014-03-20 17:28:34,2014
